0,1,2,3,4,5,6,7,8,9,10,11,12,13,label
0.0,0.28598275139783585,0.4957939779046539,0.3744364154873443,0.024216264037505524,0.2972295029651755,0.30421352469963275,0.2893572347392211,0.292835034951005,0.027684187656696255,0.17228653182468334,0.5664177623231553,0.1364164241819078,0.03792829534027471,Like
0.28598275139783585,0.0,0.12593618251308275,0.11749498094812552,0.020802493096243563,0.3847457977064654,0.27807588802256883,0.46821899957409985,0.4323164391854046,0.009304093108125902,0.4235172568895706,0.14007011269714262,0.18340247414643004,0.06897328308049977,Like
0.4957939779046539,0.12593618251308275,0.0,0.5973557893501156,0.010688408629342812,0.2066709540041587,0.22850820432835864,0.15148753961262681,0.14632405287471575,0.021228686952142205,0.05851612070963577,0.6909946593541615,0.07411073298031529,0.04408377823595447,Like
0.3744364154873443,0.11749498094812552,0.5973557893501156,0.0,0.03946676812555635,0.16060041855314874,0.20341387369105368,0.2020980368405972,0.1513198317156221,0.02511947416411409,0.0731751857896891,0.5732644633358378,0.0963290374453337,0.04522148042834608,Like
0.024216264037505524,0.020802493096243563,0.010688408629342812,0.03946676812555635,0.0,0.05266990187966697,0.008754995105008097,0.01467916886552335,0.03682906907595967,0.10626774051895693,0.01993579586212683,0.007939844463358926,0.0936235067287953,0.08284201445757312,Like
0.2972295029651755,0.3847457977064654,0.2066709540041587,0.16060041855314874,0.05266990187966697,0.0,0.5490450967900118,0.5116751303399669,0.5962206507132828,0.013009489758773455,0.3047713085966738,0.30210945189869576,0.09677131833775779,0.029162540101252882,Like
0.30421352469963275,0.27807588802256883,0.22850820432835864,0.20341387369105368,0.008754995105008097,0.5490450967900118,0.0,0.49432973745061626,0.5483678221729829,0.030092789753038782,0.34004260065092884,0.2959531998793873,0.08950245254697277,0.04603599920439323,Like
0.2893572347392211,0.46821899957409985,0.15148753961262681,0.2020980368405972,0.01467916886552335,0.5116751303399669,0.49432973745061626,0.0,0.719683146302245,0.030386785197881058,0.48101319156669037,0.21960301891837217,0.20781066795613296,0.04071103382043504,Like
0.292835034951005,0.4323164391854046,0.14632405287471575,0.1513198317156221,0.03682906907595967,0.5962206507132828,0.5483678221729829,0.719683146302245,0.0,0.02212474072533864,0.4907544306507304,0.21539279629750518,0.13905673761318063,0.04811034193406195,Like
0.027684187656696255,0.009304093108125902,0.021228686952142205,0.02511947416411409,0.10626774051895693,0.013009489758773455,0.030092789753038782,0.030386785197881058,0.02212474072533864,0.0,0.014905314698039924,0.009606135671999649,0.044381400048160526,0.06828095136367342,Like
0.17228653182468334,0.4235172568895706,0.05851612070963577,0.0731751857896891,0.01993579586212683,0.3047713085966738,0.34004260065092884,0.48101319156669037,0.4907544306507304,0.014905314698039924,0.0,0.112241727952,0.21962617502399537,0.03515286789133734,Like
0.5664177623231553,0.14007011269714262,0.6909946593541615,0.5732644633358378,0.007939844463358926,0.30210945189869576,0.2959531998793873,0.21960301891837217,0.21539279629750518,0.009606135671999649,0.112241727952,0.0,0.12344619841199711,0.04438277749766098,Like
0.1364164241819078,0.18340247414643004,0.07411073298031529,0.0963290374453337,0.0936235067287953,0.09677131833775779,0.08950245254697277,0.20781066795613296,0.13905673761318063,0.044381400048160526,0.21962617502399537,0.12344619841199711,0.0,0.046180507471053366,Like
0.03792829534027471,0.06897328308049977,0.04408377823595447,0.04522148042834608,0.08284201445757312,0.029162540101252882,0.04603599920439323,0.04071103382043504,0.04811034193406195,0.06828095136367342,0.03515286789133734,0.04438277749766098,0.046180507471053366,0.0,Like
