0,1,2,3,4,5,6,7,8,9,10,11,12,13,label
0.0,0.6730424327302718,0.5833510581533012,0.6587661500529992,0.06239758682524052,0.2381410518702688,0.3248148596742967,0.3097644890626806,0.39219299264183727,0.04222197866318724,0.4341869134551193,0.32453761556705685,0.474968772980336,0.08521301232096569,Dislike
0.6730424327302718,0.0,0.7945725441193133,0.8942154790558441,0.08913040233799166,0.30810374280551,0.40032427763313555,0.34828027167718956,0.4569818519241296,0.07188915475409764,0.6598346343402406,0.4487233068736518,0.6823720485719638,0.12073984967898284,Dislike
0.5833510581533012,0.7945725441193133,0.0,0.8559212307176998,0.1587264384458097,0.3163946044907255,0.49592796259915123,0.3832566273533772,0.4895385087825405,0.05982305348420211,0.6487337739420866,0.4836810920778008,0.7165610509297502,0.1597793152129464,Dislike
0.6587661500529992,0.8942154790558441,0.8559212307176998,0.0,0.13336025395367188,0.35262834928664216,0.5596531218444888,0.42042467040081394,0.5023121533861636,0.08070094544482526,0.6504269737412622,0.45924402956981814,0.6690413859658317,0.1087580254441267,Dislike
0.06239758682524052,0.08913040233799166,0.1587264384458097,0.13336025395367188,0.0,0.054860226087757216,0.10999949139093486,0.11871730944397295,0.20896177464288881,0.03730314754569998,0.11452817497891131,0.03580507486493163,0.11882580541001007,0.03952161383434609,Dislike
0.2381410518702688,0.30810374280551,0.3163946044907255,0.35262834928664216,0.054860226087757216,0.0,0.44051896684112557,0.2595656943086797,0.3265280783247706,0.027988453338195204,0.3829350098826442,0.23440758468268338,0.2652763765908873,0.045520148779038955,Dislike
0.3248148596742967,0.40032427763313555,0.49592796259915123,0.5596531218444888,0.10999949139093486,0.44051896684112557,0.0,0.6440455723106194,0.5309271558973727,0.03739220345146686,0.40636232916902754,0.3254116338778778,0.34184058652248855,0.038734519087711014,Dislike
0.3097644890626806,0.34828027167718956,0.3832566273533772,0.42042467040081394,0.11871730944397295,0.2595656943086797,0.6440455723106194,0.0,0.743076701133992,0.030242241142924352,0.3764189780144789,0.325742076828434,0.37322447146047205,0.05557545593883425,Dislike
0.39219299264183727,0.4569818519241296,0.4895385087825405,0.5023121533861636,0.20896177464288881,0.3265280783247706,0.5309271558973727,0.743076701133992,0.0,0.04213336498986863,0.5895906781673468,0.39146578072065397,0.5362023131299423,0.095038454236897,Dislike
0.04222197866318724,0.07188915475409764,0.05982305348420211,0.08070094544482526,0.03730314754569998,0.027988453338195204,0.03739220345146686,0.030242241142924352,0.04213336498986863,0.0,0.023972561324170874,0.02051983919211188,0.03898762575463638,0.11295704542959176,Dislike
0.4341869134551193,0.6598346343402406,0.6487337739420866,0.6504269737412622,0.11452817497891131,0.3829350098826442,0.40636232916902754,0.3764189780144789,0.5895906781673468,0.023972561324170874,0.0,0.4826788811205607,0.8074095907671027,0.12241810750988748,Dislike
0.32453761556705685,0.4487233068736518,0.4836810920778008,0.45924402956981814,0.03580507486493163,0.23440758468268338,0.3254116338778778,0.325742076828434,0.39146578072065397,0.02051983919211188,0.4826788811205607,0.0,0.5001314755480698,0.11407069726089065,Dislike
0.474968772980336,0.6823720485719638,0.7165610509297502,0.6690413859658317,0.11882580541001007,0.2652763765908873,0.34184058652248855,0.37322447146047205,0.5362023131299423,0.03898762575463638,0.8074095907671027,0.5001314755480698,0.0,0.16970637664209925,Dislike
0.08521301232096569,0.12073984967898284,0.1597793152129464,0.1087580254441267,0.03952161383434609,0.045520148779038955,0.038734519087711014,0.05557545593883425,0.095038454236897,0.11295704542959176,0.12241810750988748,0.11407069726089065,0.16970637664209925,0.0,Dislike
