ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,label
-33.87322543608532,-18.421659635930247,-61.03292449876632,-49.37480700474136,3.570345612063251,-49.916709835701944,-52.857320151176864,-41.69998480925494,-22.947689619536153,0.17935331477917696,-24.22362934009466,-4.7899557467462035,-50.63105455700681,-6.087528066594673,Like
-112.15651633802219,-60.99135808281646,-199.42430447315195,-163.59140772602092,7.523430736791556,-163.48054658167,-179.99004042079656,-145.8791075801784,-81.63265386925264,0.15188086536894307,-81.63476720476362,-17.474657959384793,-166.19375236368276,-20.380467045111867,Like
-130.02473466243123,-70.45787687813959,-227.11078889687874,-189.89089352243312,-0.45256207922083935,-182.86739211281372,-217.08474704730799,-188.6972346932768,-107.47552887810578,-1.396338774949339,-100.19312152033264,-22.109446599226715,-193.99991159559107,-18.644903692331102,Like
-82.2066617451851,-44.06127668286122,-144.0328036008467,-120.89856427552772,-5.377035713417704,-107.76016168798446,-137.92413338494086,-135.4543191286241,-74.72434988186009,-4.432965257267675,-72.46580688785991,-14.05761442051357,-134.584260912119,1.687572928015813,Like
-82.71963407630642,-44.361101830779035,-145.43346700957795,-120.99586627001783,4.370402346948844,-119.31163584773958,-130.75587089320533,-116.76060547522226,-62.40029812506038,-6.094004031441367,-71.45395476377885,-16.715041602579266,-142.42240319260253,-1.0718438629963094,Like
-90.67553515381486,-48.83671666100206,-141.37766171831777,-125.86275389465754,1.8777463210135892,-142.45516732575493,-156.89322537187545,-128.54896761636041,-87.3865219184234,-2.856274681031328,-73.61277181048933,-22.104969420542233,-141.41167031747483,-18.671305626585475,Like
-67.0934915820861,-39.50923706744568,-87.67906698053088,-82.60166174827907,-8.494595494394904,-97.7313287685852,-121.38106889470889,-117.29094935215964,-99.94115411132714,1.7640078018748078,-60.519901359565694,-11.25984093924267,-99.38578211327774,-11.63893359953174,Like
-67.23125874765758,-46.479817160381955,-100.52133143492331,-81.78372507716897,-2.2771837526507306,-88.3540346115944,-100.09382356683012,-107.25593660962396,-87.58970338567087,-0.3723021035692695,-61.740952877313234,-11.842426027814021,-107.2625288357117,-4.290330648636067,Like
-69.99557521383107,-46.219068993650666,-113.90595280468969,-88.3013181825421,9.891481106005816,-109.59936016258354,-119.75065971117125,-104.0630296098004,-83.09620364114235,-3.9671507470669147,-56.49879958599443,-26.63063049408975,-110.51354191800804,-16.724233573522632,Like
-50.834558873417144,-30.231476114134544,-75.66534498475936,-58.85404000712646,9.052433118283483,-104.27448044775659,-127.79708050911584,-99.0444444111657,-88.6107382430501,-0.4081890353020965,-41.54231286776918,-22.076614887600126,-75.5585964912585,-17.76673159715908,Like
-35.29218591508298,-25.842306545632,-52.26602235036722,-42.026416761003546,-5.037888992093767,-84.66075508348509,-98.1397071946642,-91.70055407034053,-78.04168823021338,-0.6722362599108269,-43.240914803143255,-14.673195597447549,-62.28554217335015,-1.4434159434982088,Like
-42.52014828638515,-28.83389436300223,-75.35457306879499,-68.01397355694507,-9.03684575322355,-86.65796914615457,-82.0753662579018,-102.9449243605594,-83.51234860485592,-8.435977758088061,-60.68460220495741,-25.62612389050134,-97.96956274762044,7.156697365543788,Like
-43.951550014321974,-25.987781340935417,-71.80911749636645,-72.56099124794544,-0.15569663391442112,-80.1722076300716,-72.65493981344852,-86.02658822645475,-75.7964391194702,-2.0634261136637497,-51.014121810575816,-20.534058917152745,-101.7887347793451,7.130773159570393,Like
5.88151787956469,-9.825339243028296,27.021274585373156,8.819802778970221,-0.8957520642356755,7.3086453499429425,28.71776258143835,26.569504935225112,10.561580569983832,15.723732358217612,8.402216623746213,14.046650482801633,3.274408543756124,15.519328422253635,Like
50.66630190215617,8.584272266100218,98.05930077509615,72.08446534373242,-5.33017293323577,95.78056522158462,136.6680798876568,117.21508464583255,71.88148500596822,11.506095708131449,43.927826401524165,24.71848508804012,85.80881693846551,18.808958076966626,Like
24.26763296502989,1.54432355099771,45.36806263252147,29.815507480152718,-0.22323232233838297,58.56445263429744,88.85993980815478,77.96469323230428,39.998627579668316,-7.388217446435999,16.502903383285968,-8.143236725273962,40.534937771709835,-1.0831765853303814,Like
-6.091213146881941,-11.072181900472827,4.560931536477327,-7.334606699763995,6.724522921884832,-11.890233735526778,-7.778764540961191,17.867863754647132,11.928536628071434,-5.716490593637268,1.895323326873175,-21.20649031270795,4.710081226798948,-14.343148174945993,Like
8.694177918516552,-1.7737230209043915,39.137657308028565,18.087144537841,2.604195889784621,8.794146267764006,1.7944570206502988,10.966036235554938,1.8610191680487276,5.52548165806439,17.399382326121646,-0.6184502239297629,39.4680086707197,-2.4219634768949945,Like
